Text,Sentiment,cleaned_text
GAE 2.11+ selling from daytrade & swing trades played from 1.85 to break 2.00 - it sure did thanks GAE,1,gae selling daytrade swing trade played break sure thanks gae
VXY ZB_F reversal - #FED distributing cash to banks GS JPM MS BAC,-1,vxy zb_f reversal fed distributing cash bank g jpm m bac
Fund trxfr will be good to go by tomorrow - will be joining DVAX bulls by adding more calls,1,fund trxfr good go tomorrow joining dvax bull adding call
NSPH Our software initiated a purchase at 2.03/share.  We are looking for a quick 7-8% #swingtrade on this #stock.  ,1,nsph software initiated purchase share looking quick swingtrade stock
AAP Apple VIX up today.   ,1,aap apple vix today
"CM 30 min O - ema just below. Short thx user - no position yet,  ",-1,cm min ema short thx user position yet
JVA moving up nicely,1,jva moving nicely
hum below 72.6 was strong can get all the way back to 71 and 70.,-1,hum strong get way back
"Green Daily Triangle on MH,....Open Sell Short at 3.93  ",-1,green daily triangle mhopen sell short
GMX penny again soon ?,-1,gmx penny soon
MON How quickly investors forget the massive beat in earnings reported in Jan. And the big uptick in 2013 guidance. Short minded. SPY XB,1,mon quickly investor forget massive beat earnings reported jan big uptick guidance short minded spy xb
AON eaches New 52-Week High. ong if beats 59.13. Stop loss 58.79  ,1,aon eaches new week high ong beat stop loss
SWI still down small but put in context this still looks good  ,1,swi still small put context still look good
SPY triggered at 10:30 AM sorry _ got tied up with AAP   ,-1,spy triggered sorry _ got tied aap
"OCN down small from entry, low volume decline into support  ",1,ocn small entry low volume decline support
BAC ally will resume after Fed minutes digested IMHO.,1,bac ally resume fed minute digested imho
"GOOG notice volume still coming in on up days, looks solid  ",1,goog notice volume still coming day look solid
"CTGX more like u/c than a winner but nice recovery, uptrend intact.  ",1,ctgx like uc winner nice recovery uptrend intact
HTZ reasonably tight consolidation so far of last weeks advance  ,1,htz reasonably tight consolidation far last week advance
AEE who says utilities are boring  ,1,aee say utility boring
BAC Based on Tech Analysis we have reach bottom for Today. So it should rise up for the rest of the day (minus reaction for Fed Minutes),1,bac based tech analysis reach bottom today rise rest day minus reaction fed minute
"EN Take your profits and run. Nice run up,but it's over. Wal-mart sales down so who's got money for a new house. SE",-1,en take profit run nice run upbut walmart sale who got money new house se
AON Stop oss in 58.96 after beating 59.30,1,aon stop os beating
ast week was interesting because tiny amount of good news and Huge pop on AAP everybody wants it when it takes off,1,ast week interesting tiny amount good news huge pop aap everybody want take
WEN ho hum lots of love today. CA,1,wen ho hum lot love today ca
"ed Weekly Triangle on FNFG,...Net Profit  21,240.00 (2.71%)  ",-1,ed weekly triangle fnfgnet profit
VXY #FED POMOs flowing from ZB_F to GS JPM MS BAC - free cash to squeeze derivatives to pop markets to 1546 ES_F target,-1,vxy fed pomo flowing zb_f g jpm m bac free cash squeeze derivative pop market es_f target
VXY Buy SPW 15.75 target near term solars new squeeze zone. VXY to 0.,-1,vxy buy spw target near term solars new squeeze zone vxy
Valentine & Winthorpe are gonna pick up some DVAX starting tomorrow,1,valentine winthorpe gon na pick dvax starting tomorrow
"Green Weekly Triangle on  FNFG,....Open Sell Short at 8.22  ",-1,green weekly triangle fnfgopen sell short
"Green Weekly Triangle on FNFG,....Open Sell Short at 8.22",-1,green weekly triangle fnfgopen sell short
"Green Weekly Triangle on FNFG,....Open Sell Short at 8.22  ",-1,green weekly triangle fnfgopen sell short
DNKN  I love Dunkin Donuts right here!,1,dnkn love dunkin donut right
NVDA not working so far still holding though.,1,nvda working far still holding though
GOOG Glass is coool  ,1,goog glass coool
WEN in 5.65,1,wen
GS Conviction Buy Stocks With the Most pside: AAP  ,1,g conviction buy stock pside aap
Glade I'm fully hedged and then some with MCP 7 puts for this friday. I think I'll just settle and be done with this trade,-1,glade im fully hedged mcp put friday think ill settle done trade
AAP 5 min - w/ O overlaid   ,-1,aap min w overlaid
user reporting that NVDA Tegra 4i should have a solid GP and that the integrated modem should be perform well by launch. Great!,1,user reporting nvda tegra solid gp integrated modem perform well launch great
"but user thinks the name T4i is a red flag. not sure how that'd impact value proposition. Given source, sounds net bullish NVDA",1,user think name ti red flag sure thatd impact value proposition given source sound net bullish nvda
SPW ...almost time for my daily short,-1,spw almost time daily short
Bot EC at 2.65,1,bot ec
"(given general negative bias when it comes to NVDA, one has to read between the lines with user )",1,given general negative bias come nvda one read line user
EC looks poised to breakout these next few days as attention appears to be returning to the sector  ,1,ec look poised breakout next day attention appears returning sector
BAC Small Did on FOMC Minutes... Now we will resume to close Green IMO !,1,bac small fomc minute resume close green imo
AAP 15 min - I'm in otus position trying to emulate user,-1,aap min im otus position trying emulate user
EC Breakout Imminent.   ,1,ec breakout imminent
user - CM thx for the party invite. Along for the ride.,-1,user cm thx party invite along ride
PHI Our software auto sold this one so we are cutting our losses on this one at -5% on the trade.  ,-1,phi software auto sold one cutting loss one trade
eading stocks continue to breakdown even though major indexes one day off multi year highs. TO EXP SODA KOS Y KBH AD OAS FB,-1,eading stock continue breakdown even though major index one day multi year high exp soda ko kbh ad oas fb
ODP Has dropped below 4 on high vol. #fallingknife,-1,odp dropped high vol fallingknife
"ed Daily Triangle on HEO,.....  pdating ong and Short Position  ",1,ed daily triangle heo pdating ong short position
AAP and CM - if you're following the strategy you should take some profits b4 close.  ,-1,aap cm youre following strategy take profit b close
Trouble for homebuilders in recent data...  XHB TO PHM DHI,-1,trouble homebuilder recent data xhb phm dhi
COX short looking good but we'll see after the bell.,-1,cox short looking good well see bell
i wonder what metric Elon Musk will try to get analysts to focus on as it matures and grows as a public company ...#notacarcompany tsla,1,wonder metric elon musk try get analyst focus matures grows public company notacarcompany tsla
"CS - You can say whatever you like about the 6mo, but thats a 9mo long head-n-shldrs folks on 1yr  ",-1,c say whatever like mo thats mo long headnshldrs folk yr
"Damn near impossible to get me CS for anything but a scalp long-side til we see 21.50, at least-18 possible.",-1,damn near impossible get c anything scalp longside til see least possible
WMT expect that miss from late last week to materialize tomorrow morning... ong 67.50 puts ,-1,wmt expect miss late last week materialize tomorrow morning ong put
user Meanwhile our MA9s are decaying... SWHC,1,user meanwhile ma decaying swhc
"PAY Barron's Blog: Verifone Plunges 25%: Warns FYQ1, Q2 To Miss by a Mile - Disclosure Short PAY",-1,pay barrons blog verifone plunge warns fyq q miss mile disclosure short pay
"AAP Short Setup: A catalyst could counter (whoa, remember AAP catalysts?) but 425 tgt, 435 resis  ",-1,aap short setup catalyst could counter whoa remember aap catalyst tgt resis
WMT DJ Wal-Mart de Mexico 4Q Earnings Slightly Below Expectations ,-1,wmt dj walmart de mexico q earnings slightly expectation
"WMT added some more calls today, might be good , gapped down before earnings the last 2 times, then rose over the next two weeks",1,wmt added call today might good gapped earnings last time rose next two week
"So glad I sold pay around 31,I was tempted to buy back in, now won't touch it till all dusts settle,it's in Norman's land",-1,glad sold pay around tempted buy back wont touch till dust settleits norman land
AAP (65mims) bear flags at work (i watch the volume to confirm those)  ,-1,aap mims bear flag work watch volume confirm
Video- ICE Short Part II.   ,-1,video ice short part ii
that's all folks CF #Cliffs Natural #h&S says much lower #beep beep!  ,-1,thats folk cf cliff natural h say much lower beep beep
" SPY, ES, Define risk always, keep sizes proportionate, risk only what u can afford to lose..  ",-1,spy e define risk always keep size proportionate risk u afford lose
JACK GB BK Burger stocks are on fire WEN needs to catch up.Declining employment means rising burger index.,1,jack gb bk burger stock fire wen need catch updeclining employment mean rising burger index
NVDA ZTE to ship some of the first Tegra 4 phones by mid-2013  ,1,nvda zte ship first tegra phone mid
The #SEC should launch an #investigation into #Citron This company eleased inaccurate information on DDD They only short sell to profit,1,sec launch investigation citron company eleased inaccurate information ddd short sell profit
PAY VeriFone price target lowered to 15 from 27 at Deutsche Bank - 1 of 4 Massive downgrades - Disclosure: Short PAY,-1,pay verifone price target lowered deutsche bank massive downgrade disclosure short pay
WMT I'm still short....,-1,wmt im still short
WMT how can you not look at these numbers and not see business slowing!,-1,wmt look number see business slowing
HSNI has missed the expectations: 4Q2012 EPS diluted is 1 vs 1.04 consensus vs 1.06 whisper,-1,hsni missed expectation q eps diluted v consensus v whisper
WMT if i had enough cash on hand i'd be shorting this right about now,-1,wmt enough cash hand id shorting right
IBM to double investment in mobile. Analysis of IBM:  & broader mobile movement:  ,1,ibm double investment mobile analysis ibm broader mobile movement
"PSTI in a consolidation mode, close to triangle breakout & Bollinger bands volatility squeeze   ",1,psti consolidation mode close triangle breakout bollinger band volatility squeeze
Yesterday's earnings from CNK suggest a 25 handle before 30  ,-1,yesterday earnings cnk suggest handle
CAT Gap fill area approaching. Will be filled in next few days.   ,-1,cat gap fill area approaching filled next day
Estimates to move lower for SAFM after EPS and a trend line break likely today with support at 47  ,-1,estimate move lower safm eps trend line break likely today support
"WMT BOOM:Feb sales started slower than planned,due . . .to delay in income tax refunds, Bill Simon,CEO WMT.S #IT'SWOSETHANYOTHINK ",-1,wmt boomfeb sale started slower planneddue delay income tax refund bill simonceo wmts itswosethanyothink
"GDX GC_F GD NGT Squeeze JPM and the Comex shorts - been getting away with murder, TX",1,gdx gc_f gd ngt squeeze jpm comex short getting away murder tx
"IBM trading below the box (also50EMA.. if the bottom of the box resistance holds, further downside.  ",-1,ibm trading box alsoema bottom box resistance hold downside
EC looks like another day of heavy volume/accumulation. Could get interesting.,1,ec look like another day heavy volumeaccumulation could get interesting
"ed Daily Triangle on HEO,....Cover Short Position,...Net Profit  76,560.00 (7.46%)  ",1,ed daily triangle heocover short positionnet profit
AAP 30 min - have to walk away. All out.   ,1,aap min walk away
Call me crazy but i am buying AAP here 0_o,1,call crazy buying aap _o
I also bought BAC and VOD. I am catching knives here.,1,also bought bac vod catching knife
"FIO No onger A High Flier, But Is The ong-Term Story Intact?  ",1,fio onger high flier ongterm story intact
CBMX long 4.90 -4.95 play thru 5.00 again,1,cbmx long play thru
user: CBMX long 4.90 -4.95 play thru 5.00 again - selling half 5.20 raise stop on rest,1,user cbmx long play thru selling half raise stop rest
EA nice move (long),1,ea nice move long
SWHC added more march 9's and 10's here.   I'm done.,1,swhc added march im done
DVAX buy'em,1,dvax buyem
WMT opening range 30 min. JPM comments negative. No position  ,-1,wmt opening range min jpm comment negative position
user: F Foot ocker increases quarterly dividend 11% to 0.20 per share. ong if beats 34.86. Stop loss 34.64,1,user f foot ocker increase quarterly dividend per share ong beat stop loss
"BAC when she loses the 50 day, the whole market goes imo...",-1,bac loses day whole market go imo
"Is it just me, or does that look like a double top on HD?",-1,look like double top hd
ATHX MACD cross down,-1,athx macd cross
CS - To those that doubted me; today is you're official break/trigger of H&S pattern - lower prices coming up.,-1,c doubted today youre official breaktrigger h pattern lower price coming
DVAX Valentine & Winthorpe buying more here,1,dvax valentine winthorpe buying
"ed Weekly Triangle on SD,....pdating  ",1,ed weekly triangle sdpdating
AAP 200? user could buy it w/ his V with 137 cash in the bank!  give me some of her  kool-aide #mediawhore,1,aap user could buy w v cash bank give koolaide mediawhore
FOS short working great up 4 since posting yesterday!,-1,fo short working great since posting yesterday
SWY Option Bears buy puts betting 500k on over 10% down move  ,-1,swy option bear buy put betting k move
FOS took 40% of short off here,-1,fo took short
"Green Monthly Triangle on ISIS,....Scaling Down  ",-1,green monthly triangle isisscaling
CBMX that is unbelievable!!!!!!!  but I am happy with my sell I am not good at calling the exact top,1,cbmx unbelievable happy sell good calling exact top
out of FOS short for now as it tests its 50DMA awesome trade up 4 2 days,-1,fo short test dma awesome trade day
"QCO is one of my favorite value stocks. Zero debt, great margins, low P/E and PEG, and soaring income. I am long!",1,qco one favorite value stock zero debt great margin low pe peg soaring income long
"Green Weekly & Monthly Triangle on HBAN,....pdating  ",-1,green weekly monthly triangle hbanpdating
PK watching for a decent spot to get in,1,pk watching decent spot get
EC Big picture.Bullish B/O of a symmetrical Triangle confirmed on Expanding Volume.Buying dips  ,1,ec big picturebullish bo symmetrical triangle confirmed expanding volumebuying dip
BAC Thank you to the greedy guy who bought my shares  11.99 yesterday when it hit my stop. I'm sure they're now an investor.,-1,bac thank greedy guy bought share yesterday hit stop im sure theyre investor
"ed Weekly Triangle on SHO,....pdating  ",1,ed weekly triangle shopdating
"BAC Breaking Down, SPY is Next!",-1,bac breaking spy next
"FAZ about to Explode, Get eady, BAC just broke under the 50 day!",-1,faz explode get eady bac broke day
MBS Nice action above the breakout  ,1,mb nice action breakout
just in case u haven't watching JCP closely. look for the volume spike.  ,1,case u havent watching jcp closely look volume spike
"ed Weekly Triangle on DVAX,....Scaling P  ",1,ed weekly triangle dvaxscaling p
"V just look at Visa, what a champ, textbook bounce at support and now outperforming again  ",1,v look visa champ textbook bounce support outperforming
MHK > I meant to say TD Buy Setup nderway?,-1,mhk meant say td buy setup nderway
GMC another one that's holding up well in this selloff  ,1,gmc another one thats holding well selloff
"Green Weekly Triangle on FNFG,....Scaling Down  ",-1,green weekly triangle fnfgscaling
ODP is hanging on for dear life...,-1,odp hanging dear life
KKD let put in a cup and handle before earnings,1,kkd let put cup handle earnings
"user iGreed AAP Einhorn should hold weekly conferences, would help this stock! looks like he helped the whole mkt >It work Nsdq is p",1,user igreed aap einhorn hold weekly conference would help stock look like helped whole mkt work nsdq p
AAP tips for TC.. The other tim did it TMI raises div buys back stock  ,1,aap tip tc tim tmi raise div buy back stock
BAC 11.52 small resistance...,1,bac small resistance
HPQ user option guest on bloomberg tv just said buy march 18 calls too but also hedge by selling feb 17.50 calls other guests T,-1,hpq user option guest bloomberg tv said buy march call also hedge selling feb call guest
Our software stopped us out of NSPH today for a 5% loss on the trade.  Still hanging on tight with HA -  ,-1,software stopped u nsph today loss trade still hanging tight ha
PCYC volume is everything! POSTED VIDEO with sound   ,1,pcyc volume everything posted video sound
"Green Weekly Triangle on CYTX,....Net Profit  31,761.00 (11.09%)  ",1,green weekly triangle cytxnet profit
HPQ bought a few March 19 lotto calls before the close... Just in case!,1,hpq bought march lotto call close case
Ops Misstype ! user Better to buyback BAC  12.62-65 on high volume IMO,1,ops misstype user better buyback bac high volume imo
ties into user 's #fashology theme... GOOG + Warby Parker.  ,1,tie user fashology theme goog warby parker
user: BAC what's the play short term ?>> Will depend on economic data + StressTest -  ong term?>> 13-14.00,1,user bac whats play short term depend economic data stresstest ong term
WEN need to take out 5.60 for next leg up. ADX MACD +VE  ,1,wen need take next leg adx macd
AAP we can have the iToilet for all i care just get the stock back to 480.,1,aap itoilet care get stock back
MCD bear flag on daily.. needs to hold below 94-93...,-1,mcd bear flag daily need hold
"trade idea Buy GOOG  795, target 980, cut below 740  ",1,trade idea buy goog target cut
XCO is a gift no matter how its looked at oversold undervalued IMO prices of NG correlated with possible correction : VXX,1,xco gift matter looked oversold undervalued imo price ng correlated possible correction vxx
DDD SSYS XONE and nice entry to dip toe into CIMT 9 beat the street in everyway Much potential  : NGT FCX CO nice entry IMO : VXX,1,ddd ssys xone nice entry dip toe cimt beat street everyway much potential ngt fcx co nice entry imo vxx
user AMZN holding above the 50dma in a diamond pattern. ooks good for higher prices...imo  ,1,user amzn holding dma diamond pattern ooks good higher pricesimo
BAC Fed's Bullard: Fed Policy to Stay 'Easy' for 'ong Time'  ,1,bac fed bullard fed policy stay easy ong time
BY of the day PAY ...market over react yesterday!  with a 5.2 Forward P/E it's just a gift!,1,day pay market react yesterday forward pe gift
Pre-Market Winners: HPQ APO AIG COG ETFC FAS GDI EDC TS COG AIG ONXX TNA DB,1,premarket winner hpq apo aig cog etfc fa gdi edc t cog aig onxx tna db
Pre-Market osers: NFX AX ANF VXX ISG O JWN,-1,premarket osers nfx ax anf vxx isg jwn
shorts WG STK SNSS NPSP MM NDC HAO,-1,short wg stk snss npsp mm ndc hao
ZNGA was approved for Nevada gambling license which will help drive revenue,1,znga approved nevada gambling license help drive revenue
AAP after yesterdays prediction of 200/share I was thinking maybe a split or finally they will double the dividend?,1,aap yesterday prediction share thinking maybe split finally double dividend
looking for JCP to finish ystdy's move into 22.50....#shortterm,1,looking jcp finish ystdys move shortterm
user Why is BAC struggling to get up and moving today? > IMO We fill the gap & go p after !,1,user bac struggling get moving today imo fill gap go p
"JCP  The next BBY (IMM) GMC, NFX?  Action would certainly indicate such.   ",1,jcp next bby imm gmc nfx action would certainly indicate
"Green Weekly & Monthly Triangle on ISIS,....Net Profit  75,852.90 (4.93%)  ",1,green weekly monthly triangle isisnet profit
DVAX rocket time hold on  long 2.99,1,dvax rocket time hold long
adding to short on WYNN,-1,adding short wynn
"Green Weekly & Monthly Triangle on ISIS,....Net Profit  75,852.90 (4.93%)   ",1,green weekly monthly triangle isisnet profit
SAVE again edges up; our analysis + a look at budget carriers:  YAAY,1,save edge analysis look budget carrier yaay
"ed Daily Triangle on DEPO,....Open ong and Short at 6.66  ",-1,ed daily triangle depoopen ong short
"PAY is on the run, short covering in action, now waiting for small down to enter...I'm always late!",1,pay run short covering action waiting small enterim always late
"PK still in swing shares, still at least 17milion shares feeling pain and still short",1,pk still swing share still least milion share feeling pain still short
"GOOG reminds me so much of AAP in Sept  bouncing around the all time high.. no new products on the horizon, time to sell, buy back later",-1,goog reminds much aap sept bouncing around time high new product horizon time sell buy back later
SFY - Attempting a short stroke breakout or forming a 3 week tight pattern. Study  ,1,sfy attempting short stroke breakout forming week tight pattern study
"ed Daily Triangle on CYTX,....Open ong and Short at 3.38  ",1,ed daily triangle cytxopen ong short
MD a steady gainer since mid January. One of our alternative Bakken picks. North Dakota piece here:  CP IET,1,md steady gainer since mid january one alternative bakken pick north dakota piece cp iet
GOOG is now doomed user is calling it COO! SE SE SE,-1,goog doomed user calling coo se se se
"user: Bulls are trying to keep this market in the green, but you can tell its a struggle. Nasdaq now up just 8 pts. AAP fading",-1,user bull trying keep market green tell struggle nasdaq pt aap fading
WBMD trade for move thru 20.00 long scaling here 19.75 - 19.80,1,wbmd trade move thru long scaling
CF The trend is over. Time to step aside and wait for the next one.  ,-1,cf trend time step aside wait next one
"EON in 2.78, stop 2.74",1,eon stop
NFX failure today  182.50-183 doesn't bode well for next week. top of my list to short Mon. w/ close below 180,-1,nfx failure today doesnt bode well next week top list short mon w close
"Green Daily Triangle on MNK,....Net Profit  9,587.50 (5.32%)  ",1,green daily triangle mnknet profit
Watching GS closely on today's trend-line. Has been leading SPY up AND down.,-1,watching g closely today trendline leading spy
"ed Daily Triangle on HEO,.....pdating  ",1,ed daily triangle heopdating
"out of AN, WBMD, and BOX, I like BOX as having the best chance of a continued run-up tomorrow",1,wbmd box like box best chance continued runup tomorrow
AAP over 451 could start an ankle grabbing session 0_o,1,aap could start ankle grabbing session _o
V and MA FYI: When they tagged the 50d's yesterday they also touched off multi-year trendlines. Good a spot as any to be long (holding).,1,v fyi tagged d yesterday also touched multiyear trendlines good spot long holding
Obligatory monthly post of MA's 2010 uptrend. February 2013 update: Still going.  ,1,obligatory monthly post ma uptrend february update still going
V Price sitting just above 2011trendline as we speak.  ,1,v price sitting trendline speak
user I follow up closely my scaling plan and I am in every level without any dough CSN,1,user follow closely scaling plan every level without dough csn
I'm heavily betting into SYX for Monday's earnings.   ,1,im heavily betting syx monday earnings
 this is so bullish for ZNGA [online gambling legalize in nev],1,bullish znga online gambling legalize nev
EC pulling back to its rising 50SMA on low volume. Golden cross on daily. Should react here   ,1,ec pulling back rising sma low volume golden cross daily react
AAP 450 is going to be hard with all the open interest for this week exp.,1,aap going hard open interest week exp
user: GOOG is rolling over and AAP is rolling up...rotation time. Always bothered that GOOG does 10x less vol? fast exit,-1,user goog rolling aap rolling uprotation time always bothered goog x less vol fast exit
EV buying on this pullback of this strong stock; entry 39.74 stop 38.02,1,ev buying pullback strong stock entry stop
"GOOG no traction,no vol,  3rd day lower, last option day of the month... flush?",-1,goog tractionno vol rd day lower last option day month flush
user:Glass potential to make everyone a spy or a creep GOOG ~ appeals to hipsters & pervs & if voice cmd is as bad as siri oh-no,-1,userglass potential make everyone spy creep goog appeal hipster pervs voice cmd bad siri ohno
NFX Doesn't anyone else find it delightfully amusing their hit series is titled House of Cards?,-1,nfx doesnt anyone else find delightfully amusing hit series titled house card
emember when Microsoft was one of the world's most valuable companies and the Gov't conspired to take them down? Apple knows now too. AAP,-1,emember microsoft one world valuable company govt conspired take apple know aap
short WYNN. I still think we've seen at least a short term top.,-1,short wynn still think weve seen least short term top
TA nice move since shorting at 88.60  will carry overnight.,-1,ta nice move since shorting carry overnight
GPN Groupon Bear bets on over 20% down move by March 1st buying 5K Puts  ,-1,gpn groupon bear bet move march st buying k put
"IP sneaky breakout seconds to go before close, waited all day for this one",1,ip sneaky breakout second go close waited day one
CHK Consistently pushing above the 20.00 mark & the 50 day now arching up nicely above the 200  ,1,chk consistently pushing mark day arching nicely
Some #insurance stocks at all time highs! AON AS TV WB Weeeeee SPX SPY  ,1,insurance stock time high aon tv wb weeeeee spx spy
ANA & AMN bounced off same double bottom - may see test back to 9.00 now on ANA once into the 8.75+ range,1,ana amn bounced double bottom may see test back ana range
CBMX - history repeated another HGE DAY - now look at BGMD and TEK they have same EXACT pattern - CBMX float 1mill - TEK 2.4,1,cbmx history repeated another hge day look bgmd tek exact pattern cbmx float mill tek
DVAX witnessed a record number of call and put contracts during the busy trading session.,1,dvax witnessed record number call put contract busy trading session
OPK broke out from its sideways consolidation with a 5% rally and a close over resistance at 7.  ,1,opk broke sideways consolidation rally close resistance
IDCC Breakout on either side on closing basis may give good direction. 50SMA acting as support  ,1,idcc breakout either side closing basis may give good direction sma acting support
YHOO Sitting just under highs. It will interesting to see if it can break 21.5 next week   ,1,yhoo sitting high interesting see break next week
NFX If it breaks down below 178.23 w volume it may retreat to support at 160. Short-term bearish  ,-1,nfx break w volume may retreat support shortterm bearish
"ZCS Got an alert this morning, bid  0.89, ask is 1.46",1,zcs got alert morning bid ask
HPQ awesome breakout. Buy on dips  ,1,hpq awesome breakout buy dip
"NTSP was the big winner in the #13for2013 this week, up 25% due to buy-out.  ",1,ntsp big winner week due buyout
"DNKN digesting gains with selling pressure, pullback to the 50-d ma would be healthy #13for2013  ",1,dnkn digesting gain selling pressure pullback would healthy
"FT - the stock is extended, take some profits & look for new base to form #13for2013  ",1,ft stock extended take profit look new base form
"NKD well above the moving averages, look for som eprofit taking & new base formation #13for2013  ",1,nkd well moving average look som eprofit taking new base formation
"SSYS currently at 200-d ma, look for min 8 week base to form (would be healthy) #13for2013  ",1,ssys currently look min week base form would healthy
S from the action last week looks like S and CW may be heating up again for big run #3,1,action last week look like cw may heating big run
"Short list monday, AZK CENX  DAKT EMK  IO MVG QTY SNSS STK TAS VOCS",-1,short list monday azk cenx dakt emk io mvg qty snss stk ta vocs
"DAKT short 9.88 / 100sma break, ideal flat/trendless/red spy, will trade relative weakness  ",-1,dakt short sma break ideal flattrendlessred spy trade relative weakness
eading stocks analysis updated  Failing breakouts & high vol 50DMA breaks confirm correction. AAP FB DDD ES_F,-1,eading stock analysis updated failing breakout high vol dma break confirm correction aap fb ddd es_f
CTIC looking to scale back into a long Monday hoping for sub 1.30 stock,1,ctic looking scale back long monday hoping sub stock
DAA nice double bottom formed scale buy here 1.00 bullish,1,daa nice double bottom formed scale buy bullish
"CBK long 6.22, wants back top of range 6.60's ?, hammer off 50sma & 01/31 low, light vol inside day  ",1,cbk long want back top range hammer sma low light vol inside day
CHK ove this consolidation after the big move up.Strong support at 20.Watch out for a move over 21  ,1,chk ove consolidation big move upstrong support watch move
XX - Cheap name but ready to clear this bull flag if volume continues.   ,1,xx cheap name ready clear bull flag volume continues
NKE bull penant?  ,1,nke bull penant
END added to our list of BEST STOCK PICKS - Trade Alerts will be sent to members.  ,1,end added list best stock pick trade alert sent member
ICE is added to our BEST STOCK PICKS as a short trade. We took profits on our short last Thursday  ,-1,ice added best stock pick short trade took profit short last thursday
BBG Short 14.86 or wait for 14.79 break 02/04 low  ,-1,bbg short wait break low
HS Over 48.20 at first for a small trade to second line  ,1,h first small trade second line
VXX VXY may be in play SPY QQQ DIA may pull back Watch NG  GAZ AAP GD SV and some accumulation on GDX and NGT,1,vxx vxy may play spy qqq dia may pull back watch ng gaz aap gd sv accumulation gdx ngt
JCP aaaand there goes that SG &A increase . . . #OSCAS2013,-1,jcp aaaand go sg increase oscas
OMEX - was on TV tonight show called Silver ush - huge potential check this out -  ,1,omex tv tonight show called silver ush huge potential check
NKT - this gets to 9.60 will go thru 10.00 on the radar watch!!!!!,1,nkt get go thru radar watch
"NIS over 2,60 will run hard. ONG  ",1,ni run hard ong
iking the user email I just got about DECK very useful cc user,1,iking user email got deck useful cc user
"AIM looks interesting for a trade, will look to open 1/2 pos",1,aim look interesting trade look open po
Pre-Market Winners: SI FAS DB TOT HTZ ASM EX TNA E NKD,1,premarket winner si fa db tot htz asm ex tna e nkd
Pre-Market osers: DDD DDS DEO DST PSO VXX FXY GSK IO NGG,-1,premarket osers ddd dd deo dst pso vxx fxy gsk io ngg
DDD split today and stock is down 12+% in  33.25 its cheap with growth expectations at this point IMO nice to dip your toe : On VXX SPY,1,ddd split today stock cheap growth expectation point imo nice dip toe vxx spy
OMEX at 3.50 now and may b/out!!!,1,omex may bout
"CHK 6,600 Weekly 20.50P bought vs. OI of 148",-1,chk weekly p bought v oi
OMEX sold some 3.52 buying back 3.43,1,omex sold buying back
DDD dipping in long here - oversold on split adn earnings confusion,1,ddd dipping long oversold split adn earnings confusion
AAP Next resistance trendline and then 463.. go aapl go..   ,1,aap next resistance trendline go aapl go
"M back above ascending triangle resistance after breaking down last week, bear trap  ",1,back ascending triangle resistance breaking last week bear trap
"GD SV P ABX FCX AY NGT - Gold ebounds per euro progress, attention to Fed report  ",1,gd sv p abx fcx ay ngt gold ebounds per euro progress attention fed report
user: DDD split today and stock is down 12+% in  33.25 its cheap with growth expectations at this point IMO nice to dip your toe,1,user ddd split today stock cheap growth expectation point imo nice dip toe
BAC I told last week for peoples that are not in the trade..Next Entry 11.65 On HIGH Volume IMO !,1,bac told last week people tradenext entry high volume imo
NFX Anyone noticing the weak candles/support in the last hour?,-1,nfx anyone noticing weak candlessupport last hour
DDD ... safe from Italian b/s :) ,1,ddd safe italian b
ridiculous move in nflx.  can't believe it's still going too.  i'm obviously short. x-(,-1,ridiculous move nflx cant believe still going im obviously short x
DDD come on 40! I got some calls at 0.15 avg I would OVE to have pay ITM :),1,ddd come got call avg would ove pay itm
so far it looks like WYNN failed at 50ma,-1,far look like wynn failed
"ed Daily Triangle on DVAX,....Net Profit  900.00 (3.78%)  ",-1,ed daily triangle dvaxnet profit
"bought a little FTNT. After all these hacker attacks, I needed some Cyber Security in my portfolio",1,bought little ftnt hacker attack needed cyber security portfolio
"HIG Fast Money Crew is just not too bright, buy HIG cause its down 1% on no news O! Genius! Tomorrow it might be down 3%...",-1,hig fast money crew bright buy hig cause news genius tomorrow might
"ed Daily Triangle on DEPO,.....Scaling Short Position pdate  ",1,ed daily triangle deposcaling short position pdate
VZ making new highs again,1,vz making new high
DDD needs to clear 35.80 and get up to 38 or else we're gonna get short term chop!,1,ddd need clear get else gon na get short term chop
PA 1.42 has pulled back quite a bit but due to shortages of PA and PPT this has a great long term outlook along with SWC,1,pa pulled back quite bit due shortage pa ppt great long term outlook along swc
shorts on GMN SINA TA working well. Covering CVE.to for a small loss here,-1,short gmn sina ta working well covering cveto small loss
AAP Apple's stock is 36% lower than its September high.  ,-1,aap apple stock lower september high
"covered TA short for a nice profit .  Careful about tomorrow, BErnanke and consumer sonfidence numbers.  Pare down positions. SPY",-1,covered ta short nice profit careful tomorrow bernanke consumer sonfidence number pare position spy
Is this the last stance of SPW before the pump and dump collapses to 11.63?,-1,last stance spw pump dump collapse
"user: DDD Motley Fool apologizes for wrong math, not accounting for stock split. Guidance much higher than being reported by most.",1,user ddd motley fool apologizes wrong math accounting stock split guidance much higher reported
DG Dollar General Option Trader buys 10K Calls betting 1.85 million on up move by April  ,1,dg dollar general option trader buy k call betting million move april
still looking for nflx to drop back below 183.,-1,still looking nflx drop back
news on APO  ?,-1,news apo
